id,sentence,label
859,"the only hope is the veritas project , a highly trained investigative team working undercover to expose the truth . 
",subjectivity

860,"in this debut short , meeper valiantly tries to warn the patrons of the ale-e-inn , an intergalactic watering hole with its own constellation of stars , of impending danger only to find himself face to face with the toughest creatures in the universe . 
",subjectivity

861,"and lastly there's dinka , a fellow barber who is madly in love with terri but doesn't get the time of day . 
",subjectivity

862,"a comedy adventure in the tradition of thelma and louise meets the grumpy old men . 
",subjectivity

863,"ben has a way of making trouble for julie . 
",subjectivity

864,"a new war between humans and mutants begins after a tentative of murder in the white house against the president of the united states . 
",subjectivity

865,"outside , another man sits by the door keeping vigil . 
",subjectivity

866,"at the end of the 80s they went their separate ways with the exception of tim and hotte , who have remained true to their ideals and continue to fight the issues they did as a group . 
",subjectivity

867,"as long as vincent lives in the protection of the present , he doesn't have to deal with the pain of his past--or his sorrow over his broken relationship with joey . 
",subjectivity

868,"mrs meitlemeihr is a film that dares to ask one of the greatest what-if-questions of the century . 
",subjectivity

869,"when the chemical sisters , montreal's fabulous club kid duo find an unconscious naked boy on their way out from yet another jetset event , they decide to bring him home and take matters into their own glittery hands . 
",subjectivity

870,"unhappy father of a draining family he has no controls whatsoever over his life . 
",subjectivity

871,"stranded on a lonely road , a schoolbus full of high school basketball players , their coaches , and cheerleaders must defend themselves from the creeper - a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed . 
",subjectivity

872,"dek and shirley live together with 12 year-old marlene , her daughter by the sexy delinquent jimmy , who skeddadled years ago and hasn't been heard from since . 
",subjectivity

873,"and the conclusion of the story is how the four attempt to pull off their master plan , this well-thought-out bank robbery . 
",subjectivity

874,"once there , she makes friends with bombastic bobbie markowe . 
",subjectivity

875,"this documentary follows a business partnership between a clan of palestinian fisherman from refugee camps in gaza and israelis from the settlement of dugit , gaza strip . 
",subjectivity

876,"the making of the dragon emphasizes and exaggerates all the overly dramatic moments , simplistic storylines and farcical elements that make up the films of the kung-fu genre . 
",subjectivity

877,"it becomes clear that the line between assailant and victim has begun to break down and that the roles in this relationship are now unclear . 
",subjectivity

878,"jordan must decide if simon's answers are good or evil as the paths become intertwined &#38 ; the lives of the four friends are jeopardized as one falls victim to cociety's views and the other three bond together to carry out a friends promise . 
",subjectivity

879,"he sabotages evan and gets the job of anchorman . 
",subjectivity

880,"three different scenarios , intercut , all using the same words but with very different meanings . 
",subjectivity

881,"eleven year old david wiseman is mad about cricket but no good at it . 
",subjectivity

882,"former criminal investigator , major korenev , nicknamed fox is released from prison . 
",subjectivity

883,"they decide to celebrate digger's 18th birthday by breaking every rule of what they consider a "" shallow and hypocritical society "" by planning a suicide as a manifestation of their eternal freedom , thus "" to die and become immortal . "" 
",subjectivity

884,"haruna passes her days looking at the sea , her beautiful face is bandaged . 
",subjectivity

885,"down on the shore , a boat is slowly being loaded with the personal possessions from the dying man's home . 
",subjectivity

886,"they are soon off going from one strange adventure to another . 
",subjectivity

887,"emma's a succesful sale agent for a home security company , due in part to being the police chief's daughter . 
",subjectivity

888,"would anyone believe mary and joe's claim to abstinence ? 
",subjectivity

889,"before they can win some money , a local mob boss , frank finnigan , sees the horse and steals it as payment for the gambling debt of tony , a local jockey and single parent . 
",subjectivity

890,"club le monde follows an evening out at a seedy nightspot . 
",subjectivity

891,"the film follows haris , a hip , handsome afghan-american artist who shows his work at a downtown manhattan art gallery . 
",subjectivity

892,"with her as a mentor he gains confidence and strength of character . 
",subjectivity

893,"the story follows ancanar , the sole heir to the rammoth valley and the last in the line of telganan . 
",subjectivity

894,"he is extremely strict at work and believes in pushing his workers to the limit . 
",subjectivity

895,"the crossing , even after a hard year of hiding , was to be a hardship : three months in a makeshift vessel with two thousand other fugitives , the victims not only of disease , hunger , and death , but primarily of the british navy and intelligence services . 
",subjectivity
